No	標準的な表記	読み	語彙の難易度	品詞1	品詞2(詳細)	語種
4387	極小	キョクショウ	6.上級後半	名詞	名詞-普通名詞-一般	漢語
4388	曲線	キョクセン	4.中級後半	名詞	名詞-普通名詞-一般	漢語
4389	極端	キョクタン	4.中級後半	名詞	名詞-普通名詞-形状詞可能	漢語
4390	局長	キョクチョウ	4.中級後半	接尾辞	接尾辞-名詞的-一般 and 接尾辞-名詞的-一般	漢語
4391	局長	キョクチョウ	4.中級後半	名詞	名詞-普通名詞-一般	漢語
4392	極度	キョクド	4.中級後半	名詞	名詞-普通名詞-形状詞可能	漢語
4393	極東	キョクトウ	5.上級前半	名詞	名詞-普通名詞-一般	漢語
4394	局番	キョクバン	5.上級前半	名詞	名詞-普通名詞-一般	漢語
4395	局面	キョクメン	5.上級前半	名詞	名詞-普通名詞-一般	漢語
4396	曲目	キョクモク	5.上級前半	名詞	名詞-普通名詞-一般	漢語
4397	極力	キョクリョク	4.中級後半	副詞	副詞	漢語
4398	漁港	ギョコウ	5.上級前半	名詞	名詞-普通名詞-一般	漢語
4400	挙式	キョシキ	4.中級後半	名詞	名詞-普通名詞-サ変可能	漢語
4401	居住	キョジュウ	4.中級後半	名詞	名詞-普通名詞-サ変可能	漢語
4402	巨人	キョジン	4.中級後半	名詞	名詞-普通名詞-一般	漢語
4403	拒絶	キョゼツ	4.中級後半	名詞	名詞-普通名詞-サ変可能	漢語
4404	漁船	ギョセン	4.中級後半	名詞	名詞-普通名詞-一般	漢語
4405	漁村	ギョソン	4.中級後半	名詞	名詞-普通名詞-一般	漢語
4406	巨大	キョダイ	4.中級後半	ナ形容詞	形状詞-一般	漢語
4407	巨大	キョダイ	4.中級後半	ナ形容詞	名詞-普通名詞-形状詞可能	漢語
4408	ぎょっと	ギョット	4.中級後半	動詞3類	副詞	和語
4409	拠点	キョテン	5.上級前半	名詞	名詞-普通名詞-一般	漢語
4410	去年	キョネン	1.初級前半	名詞	名詞-普通名詞-副詞可能	漢語
4411	拒否	キョヒ	4.中級後半	名詞	名詞-普通名詞-サ変可能	漢語
4412	拒否権	キョヒケン	5.上級前半	名詞	名詞-普通名詞-サ変可能 and 接尾辞-名詞的-一般	漢語
4413	清める	キヨメル	5.上級前半	動詞2類	動詞-一般	和語
4414	許容	キョヨウ	4.中級後半	名詞	名詞-普通名詞-サ変可能	漢語
4415	清らか	キヨラカ	5.上級前半	ナ形容詞	形状詞-一般	和語
4416	距離	キョリ	3.中級前半	名詞	名詞-普通名詞-一般	漢語
4417	魚類	ギョルイ	4.中級後半	名詞	名詞-普通名詞-一般	漢語
4418	きょろきょろ	キョロキョロ	4.中級後半	動詞3類	副詞	和語
4419	嫌い	キライ	1.初級前半	ナ形容詞	名詞-普通名詞-形状詞可能	和語
4420	嫌う	キラウ	3.中級前半	動詞1類	動詞-一般	和語
4421	きらきら	キラキラ	3.中級前半	動詞3類	副詞	和語
4422	ぎらぎら	ギラギラ	4.中級後半	動詞3類	副詞	和語
4423	気楽	キラク	4.中級後半	ナ形容詞	形状詞-一般	漢語
4424	気楽	キラク	4.中級後半	ナ形容詞	名詞-普通名詞-形状詞可能	漢語
4425	切らす	キラス	5.上級前半	動詞1類	動詞-一般	和語
4426	きらめく	キラメク	5.上級前半	動詞1類	動詞-一般	和語
4433	切り	キリ	3.中級前半	接尾辞	接尾辞-名詞的-一般	和語
4432	霧	キリ	4.中級後半	名詞	名詞-普通名詞-一般	和語
4428	きり	キリ	5.上級前半	名詞	名詞-普通名詞-一般	和語
4430	切り	キリ	5.上級前半	名詞	名詞-普通名詞-一般	和語
4429	桐	キリ	6.上級後半	名詞	名詞-普通名詞-一般	和語
4434	義理	ギリ	4.中級後半	名詞	名詞-普通名詞-一般	漢語
4435	切り上げる	キリアゲル	5.上級前半	動詞2類	動詞-一般	和語
4436	切り落とす	キリオトス	5.上級前半	動詞1類	動詞-一般	和語
4437	切り替え	キリカエ	5.上級前半	名詞	名詞-普通名詞-一般	和語
4438	切り返し	キリカエシ	5.上級前半	名詞	名詞-普通名詞-一般	和語
4439	切り替える	キリカエル	5.上級前半	動詞2類	動詞-一般	和語
4440	切り替わる	キリカワル	5.上級前半	動詞1類	動詞-一般	和語
4441	切り刻む	キリキザム	4.中級後半	動詞1類	動詞-一般	和語
4442	ぎりぎり	ギリギリ	4.中級後半	名詞	副詞	和語
4443	切り口	キリクチ	5.上級前半	名詞	名詞-普通名詞-一般	和語
4444	キリシタン	キリシタン	5.上級前半	名詞	名詞-普通名詞-一般	外来語
4445	切り捨て	キリステ	5.上級前半	名詞	名詞-普通名詞-一般	和語
4446	切り捨てる	キリステル	5.上級前半	動詞2類	動詞-一般	和語
4447	キリスト	キリスト	3.中級前半	名詞	名詞-固有名詞-人名-一般	外来語
4448	キリスト教	キリストキョウ	3.中級前半	名詞	名詞-固有名詞-人名-一般 and 接尾辞-名詞的-一般	混種語
4449	キリスト教徒	キリストキョウト	3.中級前半	名詞	名詞-固有名詞-人名-一般 and 接尾辞-名詞的-一般 and 名詞-普通名詞-一般	混種語
4450	切り出す	キリダス	5.上級前半	動詞1類	動詞-一般	和語
4452	起立	キリツ	4.中級後半	名詞	名詞-普通名詞-サ変可能	漢語
4451	規律	キリツ	5.上級前半	名詞	名詞-普通名詞-サ変可能	漢語
4453	切り詰める	キリツメル	5.上級前半	動詞2類	動詞-一般	和語
4454	切り取り	キリトリ	5.上級前半	名詞	名詞-普通名詞-一般	和語
4455	切り取る	キリトル	4.中級後半	動詞1類	動詞-一般	和語
4456	切り抜き	キリヌキ	5.上級前半	名詞	名詞-普通名詞-一般	和語
4457	切り抜く	キリヌク	5.上級前半	動詞1類	動詞-一般	和語
4458	切り抜ける	キリヌケル	5.上級前半	動詞2類	動詞-一般	和語
4459	切り離す	キリハナス	4.中級後半	動詞1類	動詞-一般	和語
4460	切り開く	キリヒラク	5.上級前半	動詞1類	動詞-一般	和語
4461	霧吹き	キリフキ	6.上級後半	名詞	名詞-普通名詞-一般	和語
4462	切り身	キリミ	4.中級後半	名詞	名詞-普通名詞-一般	和語
4463	気流	キリュウ	5.上級前半	名詞	名詞-普通名詞-一般	漢語
4464	技量	ギリョウ	5.上級前半	名詞	名詞-普通名詞-一般	漢語
4466	気力	キリョク	4.中級後半	名詞	名詞-普通名詞-一般	漢語
4467	きりん	キリン	4.中級後半	名詞	名詞-普通名詞-一般	漢語
4468	着る	キル	1.初級前半	動詞2類	動詞-一般	和語
4469	切る	キル	1.初級前半	動詞1類	動詞-非自立可能	和語
4470	キルティング	キルティング	6.上級後半	名詞	名詞-普通名詞-一般	外来語
4471	切れ	キレ	4.中級後半	名詞	名詞-普通名詞-一般	和語
4472	切れ	キレ	4.中級後半	名詞	接尾辞-名詞的-助数詞	和語
4473	切れ味	キレアジ	5.上級前半	名詞	名詞-普通名詞-一般	和語
4474	きれい	キレイ	1.初級前半	ナ形容詞	形状詞-一般	漢語
4475	儀礼	ギレイ	5.上級前半	名詞	名詞-普通名詞-一般	漢語
4476	亀裂	キレツ	5.上級前半	名詞	名詞-普通名詞-サ変可能	漢語
4477	切れ目	キレメ	4.中級後半	名詞	名詞-普通名詞-一般	和語
4478	切れる	キレル	3.中級前半	動詞2類	動詞-非自立可能	和語
4479	キロ	キロ	2.初級後半	名詞	接尾辞-名詞的-助数詞	外来語
4481	キロ	キロ	2.初級後半	名詞	名詞-普通名詞-一般	外来語
4480	帰路	キロ	4.中級後半	名詞	名詞-普通名詞-一般	漢語
4482	キロカロリー	キロカロリー	3.中級前半	接尾辞	接尾辞-名詞的-助数詞	外来語
4483	記録	キロク	3.中級前半	名詞	名詞-普通名詞-サ変可能	漢語
4484	キログラム	キログラム	2.初級後半	名詞	名詞-普通名詞-一般 and 接尾辞-名詞的-助数詞	外来語
4485	キログラム	キログラム	2.初級後半	名詞	接尾辞-名詞的-助数詞	外来語
4486	キロメートル	キロメートル	2.初級後半	名詞	接尾辞-名詞的-助数詞	外来語
4487	キロリットル	キロリットル	3.中級前半	接尾辞	接尾辞-名詞的-助数詞	外来語
4488	キロワット	キロワット	3.中級前半	接尾辞	接尾辞-名詞的-助数詞	外来語
4489	議論	ギロン	4.中級後半	名詞	名詞-普通名詞-サ変可能	漢語
4491	疑惑	ギワク	4.中級後半	名詞	名詞-普通名詞-一般	漢語
4492	際立つ	キワダツ	5.上級前半	動詞1類	動詞-一般	和語
4493	際どい	キワドイ	6.上級後半	イ形容詞	形容詞-一般	和語
4494	極まる	キワマル	5.上級前半	動詞1類	動詞-一般	和語
4495	極み	キワミ	5.上級前半	名詞	名詞-普通名詞-一般	和語
4496	極め	キワメ	6.上級後半	名詞	名詞-普通名詞-一般	和語
4497	極めて	キワメテ	5.上級前半	副詞	副詞	和語
4498	極める	キワメル	5.上級前半	動詞2類	動詞-一般	和語
4500	金	キン	2.初級後半	接尾辞	名詞-普通名詞-一般	和語
4499	金	キン	3.中級前半	接尾辞	接尾辞-名詞的-一般	和語
4502	禁	キン	4.中級後半	名詞	名詞-普通名詞-一般	漢語
4501	菌	キン	5.上級前半	名詞	名詞-普通名詞-一般	漢語
4503	銀	ギン	3.中級前半	名詞	名詞-普通名詞-一般	漢語
4504	均一	キンイツ	4.中級後半	名詞	名詞-普通名詞-形状詞可能	漢語
4505	金色	キンイロ	3.中級前半	名詞	名詞-普通名詞-一般	和語
4506	銀色	ギンイロ	3.中級前半	名詞	名詞-普通名詞-一般	混種語
4507	禁煙	キンエン	3.中級前半	名詞	名詞-普通名詞-サ変可能	漢語
4508	金貨	キンカ	5.上級前半	名詞	名詞-普通名詞-一般	漢語
4509	銀貨	ギンカ	5.上級前半	名詞	名詞-普通名詞-一般	漢語
4510	銀河	ギンガ	4.中級後半	名詞	名詞-普通名詞-一般	漢語
4512	金塊	キンカイ	6.上級後半	名詞	名詞-普通名詞-一般	漢語
4511	近海	キンカイ	5.上級前半	名詞	名詞-普通名詞-一般	漢語
4513	金閣	キンカク	4.中級後半	名詞	名詞-普通名詞-一般	漢語
4514	金額	キンガク	3.中級前半	名詞	名詞-普通名詞-一般	漢語
4515	銀閣	ギンカク	5.上級前半	名詞	名詞-普通名詞-一般	漢語
4516	銀河系	ギンガケイ	5.上級前半	名詞	名詞-普通名詞-一般 and 接尾辞-名詞的-一般	漢語
4517	銀紙	ギンガミ	4.中級後半	名詞	名詞-普通名詞-一般	混種語
4518	近眼	キンガン	4.中級後半	名詞	名詞-普通名詞-一般	漢語
4519	緊急	キンキュウ	4.中級後半	名詞	名詞-普通名詞-形状詞可能	漢語
4520	緊急事態	キンキュウジタイ	4.中級後半	名詞	名詞-普通名詞-形状詞可能 and 名詞-普通名詞-一般	漢語
4521	金魚	キンギョ	3.中級前半	名詞	名詞-普通名詞-一般	漢語
4522	近況	キンキョウ	4.中級後半	名詞	名詞-普通名詞-一般	漢語
4523	近距離	キンキョリ	4.中級後半	名詞	接頭辞 and 名詞-普通名詞-一般	漢語
4524	近々	キンキン	5.上級前半	副詞	副詞	漢語
4525	金銀	キンギン	4.中級後半	名詞	名詞-普通名詞-一般	混種語
4526	キング	キング	4.中級後半	名詞	名詞-普通名詞-一般	外来語
4528	金券	キンケン	4.中級後半	名詞	名詞-普通名詞-一般	漢語
4529	金庫	キンコ	4.中級後半	名詞	名詞-普通名詞-一般	漢語
4530	近郊	キンコウ	4.中級後半	名詞	名詞-普通名詞-一般	漢語
4531	均衡	キンコウ	5.上級前半	名詞	名詞-普通名詞-一般	漢語
4532	銀行	ギンコウ	1.初級前半	名詞	名詞-普通名詞-一般	漢語
4533	銀座	ギンザ	2.初級後半	名詞	名詞-普通名詞-一般 and 名詞-普通名詞-一般	漢語
4535	禁止	キンシ	3.中級前半	名詞	名詞-普通名詞-サ変可能	漢語
4536	近視	キンシ	4.中級後半	名詞	名詞-普通名詞-一般	漢語
4537	近日	キンジツ	4.中級後半	名詞	名詞-普通名詞-副詞可能	漢語
4538	禁酒	キンシュ	4.中級後半	名詞	名詞-普通名詞-サ変可能	漢語
4539	近所	キンジョ	3.中級前半	名詞	名詞-普通名詞-一般	漢語
20044	禁じる	キンジル	6.上級後半	動詞2類	動詞-一般	混種語
4540	謹慎	キンシン	5.上級前半	名詞	名詞-普通名詞-サ変可能	漢語
4541	禁ずる	キンズル	5.上級前半	動詞3類	動詞-一般	混種語
4542	金星	キンセイ	5.上級前半	名詞	名詞-普通名詞-一般	漢語
4543	近世	キンセイ	5.上級前半	名詞	名詞-普通名詞-一般	漢語
4544	銀世界	ギンセカイ	5.上級前半	名詞	名詞-普通名詞-一般 and 名詞-普通名詞-一般	漢語
4545	近接	キンセツ	5.上級前半	名詞	名詞-普通名詞-サ変可能	漢語
4546	金銭	キンセン	4.中級後半	名詞	名詞-普通名詞-一般	漢語
4547	金属	キンゾク	4.中級後半	名詞	名詞-普通名詞-一般	漢語
4548	勤続	キンゾク	4.中級後半	名詞	名詞-普通名詞-サ変可能	漢語
4549	近代	キンダイ	4.中級後半	名詞	名詞-普通名詞-一般	漢語
4550	近代化	キンダイカ	4.中級後半	名詞	名詞-普通名詞-一般 and 接尾辞-名詞的-サ変可能	漢語
4551	近代的	キンダイテキ	4.中級後半	ナ形容詞	名詞-普通名詞-一般 and 接尾辞-形状詞的	漢語
4552	近代文学	キンダイブンガク	5.上級前半	名詞	名詞-普通名詞-一般 and 名詞-普通名詞-一般	漢語
4553	きんちゃく	キンチャク	6.上級後半	名詞	名詞-普通名詞-一般	漢語
4554	緊張	キンチョウ	3.中級前半	名詞	名詞-普通名詞-サ変可能	漢語
4555	均等	キントウ	4.中級後半	名詞	名詞-普通名詞-形状詞可能	漢語
4556	ぎんなん	ギンナン	5.上級前半	名詞	名詞-普通名詞-一般	漢語
4557	筋肉	キンニク	4.中級後半	名詞	名詞-普通名詞-一般	漢語
4558	筋肉質	キンニクシツ	4.中級後半	名詞	名詞-普通名詞-一般 and 接尾辞-名詞的-一般	漢語
4559	近年	キンネン	4.中級後半	名詞	名詞-普通名詞-副詞可能	漢語
4560	緊迫	キンパク	5.上級前半	名詞	名詞-普通名詞-サ変可能	漢語
4561	金ぱく	キンパク	6.上級後半	名詞	名詞-普通名詞-一般	漢語
4562	金髪	キンパツ	4.中級後半	名詞	名詞-普通名詞-一般	漢語
4563	金ぴか	キンピカ	6.上級後半	ナ形容詞	形状詞-一般	混種語
4564	きんぴら	キンピラ	6.上級後半	名詞	名詞-普通名詞-一般	混種語
4565	勤勉	キンベン	4.中級後半	名詞	名詞-普通名詞-形状詞可能	漢語
4566	近辺	キンペン	4.中級後半	名詞	名詞-普通名詞-一般	漢語
4567	勤務	キンム	4.中級後半	名詞	名詞-普通名詞-サ変可能	漢語
4569	金メダル	キンメダル	3.中級前半	名詞	名詞-普通名詞-一般 and 名詞-普通名詞-一般	混種語
4570	禁物	キンモツ	5.上級前半	名詞	名詞-普通名詞-一般	漢語
4571	金融	キンユウ	5.上級前半	名詞	名詞-普通名詞-サ変可能	漢語
4572	金融機関	キンユウキカン	4.中級後半	名詞	名詞-普通名詞-サ変可能 and 名詞-普通名詞-一般	漢語
4573	金曜	キンヨウ	1.初級前半	名詞	名詞-普通名詞-副詞可能	漢語
4575	金曜日	キンヨウビ	1.初級前半	名詞	名詞-普通名詞-副詞可能 and 名詞-普通名詞-副詞可能	混種語
4576	金利	キンリ	5.上級前半	名詞	名詞-普通名詞-一般	漢語
4577	筋力	キンリョク	5.上級前半	名詞	名詞-普通名詞-一般	漢語
4578	近隣	キンリン	5.上級前半	名詞	名詞-普通名詞-一般	漢語
4579	勤労	キンロウ	5.上級前半	名詞	名詞-普通名詞-サ変可能	漢語
4580	勤労者	キンロウシャ	6.上級後半	名詞	名詞-普通名詞-サ変可能 and 接尾辞-名詞的-一般	漢語
4581	区	ク	2.初級後半	名詞	名詞-普通名詞-一般	漢語
4582	区	ク	2.初級後半	名詞	接尾辞-名詞的-一般	漢語
4584	苦	ク	4.中級後半	名詞	名詞-普通名詞-一般	漢語
4583	句	ク	5.上級前半	名詞	名詞-普通名詞-一般	漢語
4587	具	グ	4.中級後半	接尾辞	接尾辞-名詞的-一般	漢語
